shop_name,phone_number,category,subcategory,sub_subcategory,city,location
Mini Market Al Walid,03-549364,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Mini Market Al Yiser,07-753587,Food & Drink , Food Products , Mini Market,South Governorate,Sidon District
Mini Market Al- Zein,71-436749,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Msaytbeh
Mini Market AlGhimrawi,70-556128,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Mini Market Anouti,01-316928,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Msaytbeh
Mini Market Azzam Al Haddad,06-428793,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Mini Market Berla 3,01-630028,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Qasqas
Mini Market Haitham,06-430607,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Mini Market Jaafar,70-885348,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Msaytbeh
Mini Market Jamil Malaeb,71-133631,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Mini Market Karajah,70-685769,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Tareek El Jadideh
Mini Market Kassem Baydoun,71-565888,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,El Mazraa
Mini Market Khattab,71-782293,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Mini Market Mekdash,76-985245,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Borj Abi Haydar
Mini Market Prince,76-610619,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Tareek El Jadideh
Mini Market Rawad Khaddaj,76-951725,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Mini Market Rima,01-823751,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Tareek El Jadideh
Mini Market Saad El Din,71-912887,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Mini Market Sara,70-771560,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Ras Al Naba'a
Mini Market Shaaban,01-308754,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Tareek El Jadideh
Mini Market Shmait,70-757624,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Mini Market Zahir,70-970568,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Mini Market Zein El Din,71-585787,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Tareek El Jadideh
Minimarket Abdullah Al Zahabi,70-508008,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Minimarket Abou Khalil,70-532370,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Minimarket Abou Walid,71-300766,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Minimarket Al Abed,70-411585,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Minimarket Al Amouri,70-278192,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Minimarket Al Bazzar,70-215740,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Minimarket Al Jinan,71-385162,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Minimarket Al Rashid,71-174824,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Minimarket Al Soufi,71-831238,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Mohammad AL Sheikh,71-251274,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Monajed Market,71-970840,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Mounet Awatef,70-121626,Food & Drink , Food Products , Mini Market,Lebanon,All cities
Mounir Masalkhi Market,70-531963,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Borj Abi Haydar
Naous Shops,06-691265,Food & Drink , Food Products , Mini Market,Governorate of Akkar,Halba
Nour Market,76-076658,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Olivias Market,03-946942,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Verdun
Radwan Shops,03-333206,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Sahriyeh Cafe,70-143043,Food & Drink , Restaurants & Cafes , General Restaurants & Cafes,Governorate  Baalbeck - Hermel,Baalbek District
Said Al Halabi Shop,03-558615,Food & Drink , Food Products , Mini Market,Governorate of Akkar,Halba
Sakr Store,01-641331,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Basta
Saud Market,03-683166,Food & Drink , Food Products , Mini Market,South Governorate,Sidon District
Sedra Market For Food Supply,79-181017,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Shado Market,70-640081,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Tareek El Jadideh
Shaker Shops,03-360734,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Sheikh Mart,01-702636,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Tareek El Jadideh
Steve Trading Company (Alboukai),03-310345,Food & Drink , Food Products , Mini Market,South Governorate,Sidon District
Sweet Pop,70-949629,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Basta
Total Bachoura,01-662010,Services , Fuel & Sell & Change Oil,,Beirut & Mount Lebanon,Ras Al Naba'a
Wael Market,01-305720,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Msaytbeh
Zakaria Harouq Shops,71-793009,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Zaytoun,03-971151,Food & Drink , Food Products , Mini Market,South Governorate,Sidon District
Zouheir Shaaban,70-186084,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Al Bara Stores In Al Hara,76-930368,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Chouf District
Al Maeda,70-256880,Food & Drink , Food Products , Mini Market,North Governorate,Miniyeh-Danniyeh District
Al Mereabi Dairy Products,06-445744,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Barakat Alban And Ajban,01-843937,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Tareek El Jadideh
Delivery Market,71-322740,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Expresso Berla 3,81-866309,Food & Drink , Restaurants & Cafes , General Restaurants & Cafes,Beirut & Mount Lebanon,El Mazraa
Hanin Market,76-970474,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Hasan Zreik,70-041165,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Raoucheh
Jamil Nasser Stores,01-306596,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Tareek El Jadideh
Joe's Mark,01-489559,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Dekwaneh
Karim Market,07-750029,Food & Drink , Fruits & Vegetables,,South Governorate,Sidon District
Khaled Market,06-435482,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Market Ostaz Abdullah Zoghria,03-750416,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Mini Market 7 To 11,76-057353,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Ras Al Naba'a
Mini Market Abo Ahmad,03-603775,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Mini Market Abou Ahmad,05-802510,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Mini Market Abu Hadi,71-828652,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Mini market Ahmad Rashid Abou Zeinab,07-739463,Food & Drink , Food Products , Mini Market,South Governorate,Sidon District
Mini Market Al Farekh,70-282963,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Mini Market Al Halabi,05-410726,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Mini Market Alban Al Jabal,03-552325,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Ras Al Naba'a
Mini Market Barhoum,76-192569,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Mini Market Elle George,70-046106,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Metn District
Mini Market Haroun,76-446899,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Mini Market Hatem,01-303306,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Msaytbeh
Mini Market Hussein Al Mougharbel,01-737507,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Mullah
Mini Market Khaled Yaghi,06-691432,Food & Drink , Food Products , Mini Market,Governorate of Akkar,Halba
Mini Market Mougas,03-633090,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Metn District
Mini Market Radwan,70-380437,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Patrakyieh
Mini Market Wafik Youness,01-786027,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Raoucheh
Minimarket Al Ahmad,06-385844,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Minimarket Em Bilal,71-045992,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Minimarket Nadar,76-754041,Food & Drink , Food Products , Mini Market,South Governorate,Sidon District
Mosleh Mini Market,03-866942,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Tareek El Jadideh
Roro Shop,01-318031,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Corniche Al Mazraa
Sari Market,03-280801,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Talal Al Habash,07=755774,Food & Drink , Food Products , Mini Market,South Governorate,Sidon District
Wafic El Souki Market,03-513332,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Carrefour - City Centre,01-296300,Food & Drink , Food Products , Hyper Market,Beirut & Mount Lebanon,Hazmieh
Carrefour - City Mall,01-905100,Food & Drink , Food Products , Hyper Market,Beirut & Mount Lebanon,Daoura
Carrefour - Town Center,09-213626,Food & Drink , Food Products , Hyper Market,Beirut & Mount Lebanon,Keserwan District
Fox Club,76-790003,Shopping , Home & Electrical Appliances,,Beirut & Mount Lebanon,Jnah
Happy - Choueifat,03-142779,Food & Drink , Food Products , Hyper Market,Beirut & Mount Lebanon,Aley District
Happy - Zouk Mosbeh,03-142779,Food & Drink , Food Products , Hyper Market,Beirut & Mount Lebanon,Keserwan District
Abu Ghassan Vegetables,01-645521,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Tareek El Jadideh
Ain Hala Market,78-856419,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Al Afandi,03-161085,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Ras Al Naba'a
Al Alti For Importing & Exporting,70-930097,Food & Drink , Fruits & Vegetables,,South Governorate,Sidon District
Al Andalus Vegetables,03-279408,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Tareek El Jadideh
Al Diwan Bakeries & Supermarket,76-087957,Food & Drink , Food Products , Supermarket,Beirut & Mount Lebanon,Nowayri
Al Jawhara,70-798819,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Metn District
Al Rayyes Vegetables & Fruits,76-976181,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Tareek El Jadideh
Al Samah Institution,03-695134,Food & Drink , Fruits & Vegetables,,North Governorate,City of Tripoli
Ali Al Sheikh Institution For Vegetables & Fruits,03-951365,Food & Drink , Fruits & Vegetables,,North Governorate,City of Tripoli
Awdi Farm,70-017722,Food & Drink , Fruits & Vegetables,,Governorate  Baalbeck - Hermel,Baalbek District
Ayoubi,81-803725,Food & Drink , Fruits & Vegetables,,North Governorate,City of Tripoli
Azakir Market,05-804561,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Bahij Fawaz Vegetables And Fruits,03-663468,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Chouf District
Diab Vegetables & Fruits,71-587505,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Tareek El Jadideh
El Shareef Vegetables,76-755613,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Tareek El Jadideh
El Zein Fruits,76-750990,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Msaytbeh
Fadi Fruits,03-433358,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Jnah
Field To Fork,76-041980,Food & Drink , Fruits & Vegetables,,Bekaa Governorate,Western Bekaa District
Foalies,03-407196,Food & Drink , Fruits & Vegetables,,North Governorate,City of Tripoli
Froo T Natural,76-902863,Food & Drink , Fruits & Vegetables,,South Governorate,Sidon District
Hadara For Fruits & Vegetables,03-109293,Food & Drink , Fruits & Vegetables,,Governorate of Akkar,Arka
Jannah for Fruits & Vegetables,71-437914,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Borj Abi Haydar
Karma,76-620799,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Borj Abi Haydar
Karout Fruits,76-690072,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Borj Abi Haydar
Khodar Wa Fakihat Lebanon,70-991150,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Tareek El Jadideh
Lebanese & Safe,79-184829,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Aley District
Malak Juice,70-903726,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Metn District
Mawnit Teta,01-301272,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Tareek El Jadideh
Mazen Shop,01-650882,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Ras Al Naba'a
Mini Market Mekdash,76-985245,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Borj Abi Haydar
Mini Market Rawad Khaddaj,76-951725,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Mouhannad,81-767953,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Msaytbeh
Mr Potato,70-814264,Food & Drink , Fruits & Vegetables,,South Governorate,Sidon District
Muhsen Owada For Fruits and vegetables,03-318622,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Patrakyieh
Popular Vegetable Market,71-207256,Food & Drink , Fruits & Vegetables,,North Governorate,City of Tripoli
Sbeity Fruits,76-344434,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Hadath
Shado Market,70-640081,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Tareek El Jadideh
Souk Al Khodar Al Ahli,70-331787,Food & Drink , Fruits & Vegetables,,Governorate of Akkar,Halba
Souk Al Sahel Lil Khodar,71-976408,Food & Drink , Fruits & Vegetables,,Governorate of Akkar,Arka
Taiba For Vegetables And Fruits,70-718027,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Borj Abi Haydar
Taleb For Fruits & Vegetables,70-129712,Food & Drink , Fruits & Vegetables,,Governorate of Akkar,Arka
Tarek 5odra,76-767018,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Borj Abi Haydar
The Green Van,71-553224,Food & Drink , Fruits & Vegetables,,South Governorate,Ghazieh
Vegetable And Fruit Garden,71-209958,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Tareek El Jadideh
Vegetables and Fruits Muhsen,71-283622,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Tareek El Jadideh
Zanoubya,70-342061,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Msaytbeh
Ziad Brothers for Vegetables and Fruits,70-681819,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Tareek El Jadideh
Al Bara Stores In Al Hara,76-930368,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Chouf District
Al Haj Haitham Zahraman Shop,03-164500,Food & Drink , Fruits & Vegetables,,Governorate of Akkar,Coach
Delivery Market,71-322740,Food & Drink , Food Products , Mini Market,Beirut & Mount Lebanon,Aley District
Imad For Fruits And Vegetables,71-458009,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Tareek El Jadideh
Karim Market,07-750029,Food & Drink , Fruits & Vegetables,,South Governorate,Sidon District
3ala Zawaak,70-256775,Shopping , Online Shop,,Lebanon,All cities
Aasal El Jabal,71-388428,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Chouf District
AL Kahil,03-224727,Food & Drink , Honey - Seeds - Herbs,,Governorate  Baalbeck - Hermel,Baalbek District
Al Sa3ada Store,76-677338,Food & Drink , Honey - Seeds - Herbs,,Lebanon,All cities
Al Salam Spices,71-728560,Food & Drink , Honey - Seeds - Herbs,,Governorate of Akkar,Coach
Atarat Ibn Al Nafis,03-063686,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Tareek El Jadideh
Attarat Al Madinah Al Monawarah,70-366582,Food & Drink , Honey - Seeds - Herbs,,North Governorate,City of Tripoli
Attarat Al Masri,06-381008,Food & Drink , Honey - Seeds - Herbs,,North Governorate,City of Tripoli
Attarat Makka,03-083775,Food & Drink , Honey - Seeds - Herbs,,North Governorate,City of Tripoli
Ayadina Homemade,81-106655,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Keserwan District
Beit Al Attara & Al Outour,70-290600,Food & Drink , Honey - Seeds - Herbs,,North Governorate,City of Tripoli
Boutique Al Bahaa,78-997557,Shopping , Fashion & Clothing , Women's Clothing,Beirut & Mount Lebanon,Aley District
Castiello Yerbamate,70-676919,Factories & Companies , Import & Export,,Beirut & Mount Lebanon,Chouf District
Dabbous,01-314595,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Borj Abi Haydar
Dabbous,76-030076,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Msaytbeh
Dabbous,01-812222,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Kraytem
Dabbous Al Asle,70-085585,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Borj Abi Haydar
Dabbous Hajj Naji,76-030076,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Patrakyieh
Dabous,76-707775,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Borj Abi Haydar
Golden Elixir,70-048774,Food & Drink , Honey - Seeds - Herbs,,Lebanon,All cities
H And H,03-077588,Shopping , Online Shop,,Lebanon,All cities
Helbawi Food,71-760000,Food & Drink , Honey - Seeds - Herbs,,Bekaa Governorate,Zahle District
Ibn Al Arabi For Perfumes,03-497198,Food & Drink , Honey - Seeds - Herbs,,North Governorate,Koura District
Ibn Al Waleed Perfume,79-144546,Food & Drink , Honey - Seeds - Herbs,,North Governorate,City of Tripoli
Ibn Al Walid,76-186475,Food & Drink , Honey - Seeds - Herbs,,North Governorate,City of Tripoli
Itani For Spices,81-971081,Food & Drink , Honey - Seeds - Herbs,,Lebanon,All cities
Jar Thuraya,71-700344,Shopping , Online Shop,,Beirut & Mount Lebanon,Metn District
Khan Al Saboun - Aley,79-116686,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Aley District
Kusmi Tea,01-322066,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Achrafieh
Le Long Stores,03-276213,Shopping , Home & Electrical Appliances,,Beirut & Mount Lebanon,Aley District
Lenvie Du Miel,71-625656,Food & Drink , Honey - Seeds - Herbs,,Lebanon,All cities
Mahmaset Al Madina,76-818691,Food & Drink , Coffee - Roasters - Chocolate - Dates,,Beirut & Mount Lebanon,Baabda District
Matahan Menkara Al Haditha,71-788026,Food & Drink , Honey - Seeds - Herbs,,North Governorate,City of Tripoli
Men El Ared,76-179476,Shopping , Online Shop,,North Governorate,Koura District
Mielna,76-530869,Shopping , Online Shop,,Lebanon,All cities
Mill And Roastery Baisour,03-633994,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Aley District
Nani For Cereals,03-563286,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Chouf District
Noor Grain Store,81-853385,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Chouf District
Osman For Attarah,70-263600,Food & Drink , Honey - Seeds - Herbs,,North Governorate,City of Tripoli
Roman,01-290101,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Forn El Chebbak
Royal Honey,70-164077,Food & Drink , Honey - Seeds - Herbs,,South Governorate,Tyre District
Sara Center for Spices and Treatments,70-268779,Food & Drink , Honey - Seeds - Herbs,,North Governorate,City of Tripoli
Spicees,81-206245,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Borj Hammoud
Taj Best Food,03-222645,Factories & Companies , Distribution Companies , Food Distribution,Beirut & Mount Lebanon,Aley District
Theony,78-954571,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Hazmieh
Yago Foods Retail,03-200615,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Chouf District
Younes Al Miaari,78-870421,Food & Drink , Honey - Seeds - Herbs,,South Governorate,Sidon District
Zahr Al Leimon,70-190301,Food & Drink , Honey - Seeds - Herbs,,North Governorate,City of Tripoli
Abido Spices,01-654374,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,El Mazraa
Cathalya,81-245150,Food & Drink , Honey - Seeds - Herbs,,Lebanon,All cities
Elixir By Roy Moussa,71-786155,Shopping , Online Shop,,Lebanon,All cities
Miel D'orient,71-666763,Food & Drink , Honey - Seeds - Herbs,,Lebanon,All cities
Tenbelians spices and co,71-145994,Food & Drink , Honey - Seeds - Herbs,,Beirut & Mount Lebanon,Borj Hammoud
Abou Fahed,03-100021,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
Al Haj Saad Beiruti,03-424770,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
Al Itkan Shops,79-129705,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
Al Momayez Roastery,71-513060,Food & Drink , Coffee - Roasters - Chocolate - Dates,,North Governorate,City of Tripoli
Al Rifai Juice,05-814760,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Manara
Al Rihan,03-622926,Food & Drink , Bakeries & Pastry,,Beirut & Mount Lebanon,Aley District
Al Saidi,01-308025,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Tareek El Jadideh
Al Sheikh Sweets,06-444466,Food & Drink , Sweets , Arabian & Lebanese Sweets,North Governorate,City of Tripoli
Al Tayeb Restaurant,03-022229,Food & Drink , Restaurants & Cafes , Arab & Lebanese Restaurants,Beirut & Mount Lebanon,Chouf District
Ammar Buza,70-091247,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
Andys Rolls,70-963440,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Haret Hreik
Avoka Shake,71-205749,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Southern Suburbs
Bachir,03-338467,Food & Drink , Juices - Ice Cream & Crepe,,South Governorate,Sidon District
Bachir,81-652020,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Corniche Al Mazraa
C Square,76-889891,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Aley District
Caffe Cello,70-600348,Food & Drink , Restaurants & Cafes , General Restaurants & Cafes,South Governorate,Sidon District
Calories,70-862165,Food & Drink , Juices - Ice Cream & Crepe,,South Governorate,Sidon District
Cataratas Restaurant,76-753988,Food & Drink , Restaurants & Cafes , Fast Food Restaurants,Beirut & Mount Lebanon,Chouf District
Chi Tayib,71-483483,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,Batroun District
Chocolate & Chocolate,03-948364,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Daoura
Chocolate and Chocolate,01-892566,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Daoura
Chocolate Bar,01-747939,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,El Hamra
Chocolate Bar,01-547718,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Haret Hreik
Chocolate Bar,70-886662,Food & Drink , Juices - Ice Cream & Crepe,,South Governorate,Tyre District
Ci Gusta,76-053053,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Raoucheh
Cocktail Al Hana,06-424581,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
Cocktail Lahoud,01-265206,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Daoura
Cocktail Maroun,70-264962,Food & Drink , Juices - Ice Cream & Crepe,,Bekaa Governorate,Western Bekaa District
Coctail Matar,81-282550,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Sodeco
Coctail Rannoush,03-380097,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
Crepe and More,71-811710,Food & Drink , Restaurants & Cafes , Fast Food Restaurants,Beirut & Mount Lebanon,El Hamra
Delice,70-812056,Food & Drink , Sweets , Western Sweets,Beirut & Mount Lebanon,El Bachoura
Dream Boy,70-925293,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Tareek El Jadideh
Fadi Fruits,03-433358,Food & Drink , Fruits & Vegetables,,Beirut & Mount Lebanon,Jnah
Far Puly Jucie,01-837111,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Southern Suburbs
Farchoukh Juice,71-176681,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Borj Abi Haydar
Farchoukh Juice,71-176681,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Basta
Frollys Cinnamon Roll,81-886123,Food & Drink , Sweets , Western Sweets,Beirut & Mount Lebanon,Jnah
Frooti By Zein,03-648928,Food & Drink , Juices - Ice Cream & Crepe,,Lebanon,All cities
Frutas,70-298500,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Baabda District
Frutas,76-881481,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Dekwaneh
Gelato Cafe,05-557733,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Aley District
Hamoud Juice,03-883219,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Tareek El Jadideh
Hawari Juice,01-309955,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Tareek El Jadideh
Hedgehog,76-677447,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Aley District
Hilmis Lemonade -  Al Batroun,70-173036,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,Batroun District
Hilmis Lemonade - Jbeil,70-173036,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Jbeil District
Ice Creame Bashir,01-385110,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Mar Elias
Jouri,76-144949,Shopping , Online Shop,,Governorate of Akkar,Halba
Juicy And More,81-981984,Food & Drink , Juices - Ice Cream & Crepe,,South Governorate,Sidon District
Kalaa Ice Cream,76-662424,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Keserwan District
Karm El Loulou,71-101225,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Chouf District
Kings Gelato,03-786216,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,Batroun District
La Crepa Cafe,76-920556,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Chouf District
