shop_name,phone_number,category,subcategory,sub_subcategory,city,location
La Maison Rouge,01-355001,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,El Hamra
Lynamade,03-592327,Shopping , Online Shop,,Lebanon,All cities
Malak Juice,70-903726,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Metn District
Misteka,71-814343,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Aley District
Mohieddin Tamarji,71-569442,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Tareek El Jadideh
Najis Lemonade,03-323897,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,Batroun District
Naturel Fresh,71-755676,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
Nice Cafe,78-906273,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Hadath
Pick N Roll,71-711227,Food & Drink , Juices - Ice Cream & Crepe,,South Governorate,Sidon District
Pizzaria Primos,71-155889,Food & Drink , Restaurants & Cafes , Fast Food Restaurants,Bekaa Governorate,Western Bekaa District
Rachad Ice Cream and Sweets,03-227666,Food & Drink , Sweets , Arabian & Lebanese Sweets,Beirut & Mount Lebanon,Mullah
Remman,06-464611,Food & Drink , Restaurants & Cafes , Arab & Lebanese Restaurants,North Governorate,Miniyeh-Danniyeh District
Saj Em Yousef,70-865103,Food & Drink , Bakeries & Pastry,,Beirut & Mount Lebanon,Msaytbeh
Saker Juice,01-632010,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Ras Al Naba'a
Salam Juice,01-818825,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Tareek El Jadideh
Sams,01-348100,Food & Drink , Restaurants & Cafes , Fast Food Restaurants,Beirut & Mount Lebanon,El Hamra
Secrets - Choueifat,05-802203,Food & Drink , Sweets , Western Sweets,Beirut & Mount Lebanon,Aley District
Secrets - Jal Al Deeb,04-520738,Food & Drink , Restaurants & Cafes , Western Restaurants,Beirut & Mount Lebanon,Metn District
Secrets - Koraytem,01-801506,Food & Drink , Restaurants & Cafes , Western Restaurants,Beirut & Mount Lebanon,Kraytem
Secrets - Saida,07-754254,Food & Drink , Sweets , Western Sweets,South Governorate,Sidon District
Secrets - Salim Salam,01-653350,Food & Drink , Restaurants & Cafes , Western Restaurants,Beirut & Mount Lebanon,Basta
Secrets - Sanayeh,01-343422,Food & Drink , Restaurants & Cafes , Western Restaurants,Beirut & Mount Lebanon,El Sanayeh
SitnDip - Lebanon,78-888898,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
Squeeze Juice,03-539996,Food & Drink , Juices - Ice Cream & Crepe,,South Governorate,Sidon District
Super Mario Juice And More,71-765466,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Metn District
Sweet Art,70-846649,Food & Drink , Sweets , Western Sweets,South Governorate,Sidon District
Sweet Shop,76-588995,Food & Drink , Sweets , Western Sweets,Beirut & Mount Lebanon,Baabda District
Sweet Smile Crepes,71-540008,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Aley District
Taj Gardens,70-205207,Food & Drink , Restaurants & Cafes , General Restaurants & Cafes,South Governorate,Sidon District
Tasty Bees - Aramoun,81-998801,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Aley District
Tasty Bees - Haret Hreik,78-910713,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Southern Suburbs
Tasty Bees - Ras Al Nabah,71-295810,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Ras Al Naba'a
Tasty Bees - Shiah,71-545317,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Al Chiyah
The Fruit Bar,76-780002,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Achrafieh
The Sweet Spot,71-819112,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
Tonino - Alyh,76-870170,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Aley District
Tonino - Ashrafieh,01-333010,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Achrafieh
Tonino - Bliss,03-216783,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,El Hamra
Tonino - Broummana,04-862472,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Metn District
Tonino - Byblos,76-630690,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Jbeil District
Tonino - Chtaura,71-380414,Food & Drink , Juices - Ice Cream & Crepe,,Bekaa Governorate,Zahle District
Tonino - City Mall,71-943211,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Daoura
Tonino - Cola,01-845502,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Cola
Tonino - Daoura,01-258456,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Borj Hammoud
Tonino - Furn Al Chubbak,81-755705,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Forn El Chebbak
Tonino - Hamra,01-370988,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,El Hamra
Tonino - Jal Al Deeb,76-980555,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Metn District
Tonino - Kaslik,76-868877,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Keserwan District
Tonino - Khaldah,76-277671,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Aley District
Tonino - Mansourieh,71-687838,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Metn District
Tonino - Mazraat Yachoua,81-252584,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Metn District
Tonino - Shiah,01-555679,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Al Chiyah
Tonino - Sidon,07-731712,Food & Drink , Juices - Ice Cream & Crepe,,South Governorate,Sidon District
Tonino - Sin El Fil,03-844675,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Sin El Fil
Tonino - Tyre,07-350934,Food & Drink , Juices - Ice Cream & Crepe,,South Governorate,Tyre District
Tonino - Zahle,08-806970,Food & Drink , Juices - Ice Cream & Crepe,,Bekaa Governorate,Zahle District
Tonino - Zouk Mosbeh,81-380283,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Keserwan District
Vibes,03-060096,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Chouf District
Vitamelo,78-808833,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,El Hamra
Vitamin And Protein Juice,76-097808,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Tareek El Jadideh
Yummy Crepe And More,81-924328,Food & Drink , Juices - Ice Cream & Crepe,,Governorate of Nabatiyeh,Nabatiyeh District
Yummy Juice,71-301005,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Tareek El Jadideh
Zakaria Harouq Shops,71-793009,Food & Drink , Food Products , Mini Market,North Governorate,City of Tripoli
Alasali,01-301711,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Tareek El Jadideh
Andry's Rolls,71-919184,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Haret Hreik
Barbar Restaurant - Hamra,01-753330,Food & Drink , Restaurants & Cafes , Fast Food Restaurants,Beirut & Mount Lebanon,El Hamra
Boros Hotdog,76-555621,Food & Drink , Restaurants & Cafes , Fast Food Restaurants,North Governorate,Zgharta District
Cocktail Al Afiya,06-200721,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
Cocktail Al Awafi,03-329761,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
Hamra Juice,01-345934,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,El Hamra
Ice Cream Wael,03-036652,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
King Of Juice,71-807358,Food & Drink , Juices - Ice Cream & Crepe,,North Governorate,City of Tripoli
Original Sawwas Juice,01-648006,Food & Drink , Juices - Ice Cream & Crepe,,Beirut & Mount Lebanon,Ras Al Naba'a
Road 7,03-811210,Food & Drink , Restaurants & Cafes , Fast Food Restaurants,Beirut & Mount Lebanon,Dar Al Fatwah
Saed Ice Cream,03-834302,Food & Drink , Restaurants & Cafes , General Restaurants & Cafes,Beirut & Mount Lebanon,Manara
Abed Bakour Butcher Shop,03-077179,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Qasqas
Abo Azziz Butchery,70-683223,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Abo Azziz Butchery,71-552709,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Abou Sahel Grill & Butchery,70-642100,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Tareek El Jadideh
Abu Rabih Butcher Shop,03-371072,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Al Zarif
Abu Shareef Al -Makari Butchery,06-424817,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Ain El Teffaha Butchery,70-254251,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Aley District
Al Aachi Butcher,78-894224,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Tareek El Jadideh
Al Aachi Butcher,01-304633,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Tareek El Jadideh
Al Abbas Butchery,71-096929,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Ahlam Butchery,81-339007,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Amir Butchery,71-555533,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Hazmieh
Al Arabi Restaurant,03-419922,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Arz Butchery,06-389537,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Baraka Butchery,03-412996,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Deek Butchery,70-529651,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Dimasi Butchery,76-425158,Food & Drink , Meat - Chicken - Fish,,South Governorate,Sidon District
Al Dimassi Butcher,81-727936,Food & Drink , Meat - Chicken - Fish,,South Governorate,Sidon District
Al Diri Butchery,70-423400,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Diwan Bakeries & Supermarket,76-087957,Food & Drink , Food Products , Supermarket,Beirut & Mount Lebanon,Nowayri
Al Fayhaa Butchery,71-773550,Food & Drink , Meat - Chicken - Fish,,Governorate of Akkar,Halba
Al Hadith Butchery,03-718326,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Tareek El Jadideh
Al Ibrahim Butchery & Restaurant,06-389270,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Iman Butchery,03-699275,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Kanaaa Butchery,03-531634,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Madi For Meats,03-519428,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Malakiyah Butchery & Grills,71-859326,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Nabil Hijazi Butchery,78-947150,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Naccash Butchery,03-069373,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Tareek El Jadideh
Al Nakhle Butchery,03-645651,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Nour Butcher,03-654863,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,El Mazraa
Al Nour Butchery,03-403153,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Rahaf  Butcher shop,71-833099,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Tareek El Jadideh
Al Rayyan Butchery,71-705758,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Rayyes Fishery,03-218395,Food & Drink , Meat - Chicken - Fish,,South Governorate,Sidon District
Al Reem Butchery,06-433932,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Rifaii Oven and Butcher,78-876822,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Tareek El Jadideh
Al Saha Fishery,03-835210,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Salam Butchery,03-361295,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Al Sanawbar Butcher,81-659759,Food & Drink , Meat - Chicken - Fish,,South Governorate,Sidon District
Al Sultan Restaurant & Butchery,76-117515,Food & Drink , Meat - Chicken - Fish,,Governorate of Akkar,El Jadedeh
Al Yasmin Butchery & Grill,71-839211,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Annous fishery,06-600232,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Bassam Al Abbadi Epic,71-600493,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Chouf District
Bazi chicken,76-727675,Food & Drink , Meat - Chicken - Fish,,Governorate of Akkar,Arka
Bazi chicken,76-727675,Food & Drink , Meat - Chicken - Fish,,Governorate of Akkar,Halba
Bazi chicken,76-727675,Food & Drink , Meat - Chicken - Fish,,Governorate of Akkar,Halba
Best Fresh Meat,03-660368,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Borj Abi Haydar
Burger Baron,76-779468,Food & Drink , Restaurants & Cafes , Fast Food Restaurants,Beirut & Mount Lebanon,Aley District
Butcher & Grill Al Rabie,03-059997,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Tareek El Jadideh
Butchery & Grills Al Kanaa,03-597960,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Butchery & Grills Al Mazaj Al Tayeb,76-326134,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Butchery Al Agha,03-498083,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Butchery Al Ghaniy,03-177193,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Butchery Al Hanin,03-173817,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Butchery Al Nour,06-424159,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Butchery Al Tartousi,03-344285,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Butchery Ali Chalhoub,01-642127,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Borj Abi Haydar
Butchery Lebanon,70-508982,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Chicken Era,70-760265,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Msaytbeh
Chicken Market,07-727688,Food & Drink , Meat - Chicken - Fish,,South Governorate,Sidon District
Dany s Butcher Shop,01-792595,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Ain El Tineh
Deeb Fishery By Issam,71-771844,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,El Bachoura
Delices Butchery,03-059112,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Msaytbeh
El Hoda Oven and Butcher,71-445881,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Tareek El Jadideh
El Waled Oven and Butcher,01-706064,Food & Drink , Bakeries & Pastry,,Beirut & Mount Lebanon,Cola
Fadak Chicken and Meat,70-738029,Food & Drink , Meat - Chicken - Fish,,Governorate of Nabatiyeh,Marjaayoun District
Fadi Fish,81-777754,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Jnah
Farrouj Al Dinnawi,03-206802,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Farrouj Al Mir,71-082542,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Farrouj Al Omar,71-382512,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Farruj Al Shekh,70-632626,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Borj Abi Haydar
Fawal Fishery,81-725279,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Fish Khazaal,71-944442,Food & Drink , Meat - Chicken - Fish,,Governorate of Nabatiyeh,Nabatiyeh District
Furnace And Epic Al Dayaa,76-147475,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Aley District
Green Lebanon Butchery,06-445637,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Haco,70-133421,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Hadi For Meat,06-431504,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Hamouch Chicken,70-127836,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Nowayri
Hijazi Butchery,71-986363,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Ismail Shop,81-294663,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Kabbarah Butchery & Grills,76-554347,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Khalifeh Restaurant,03-280266,Food & Drink , Restaurants & Cafes , Arab & Lebanese Restaurants,Beirut & Mount Lebanon,Southern Suburbs
King Chicken - Choueifat,70-444514,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Aley District
King Chicken - Khalde,70-041188,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Aley District
Lahmeh W Aajen,03-909750,Food & Drink , Bakeries & Pastry,,Beirut & Mount Lebanon,Aley District
Malhamat Al Mallah,01-306616,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Msaytbeh
Malhamet AL Tawfeek,70-731135,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Msaytbeh
Mamlakat Al Lohom,70-173465,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
Masmkat Al Khal,71-317077,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Tareek El Jadideh
Mattar Butcher,01-657679,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Tareek El Jadideh
Meat House,70-823718,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Msaytbeh
Mohammad Al Haj Butchery,03-170429,Food & Drink , Meat - Chicken - Fish,,North Governorate,City of Tripoli
MR Chicken,03-046592,Food & Drink , Restaurants & Cafes , Fast Food Restaurants,Beirut & Mount Lebanon,Aley District
Mr Shawerma,03-554205,Food & Drink , Meat - Chicken - Fish,,Governorate of Akkar,Halba
Munir Fish,01-817431,Food & Drink , Meat - Chicken - Fish,,Beirut & Mount Lebanon,Msaytbeh
